みぎがわ,4,右側
ひだりがわ,4,左側
まえがわ,4,前側
うしろがわ,4,後側
かいだん,4,階段
そと,4,外
ほか,4,外
ほか,4,他
がいこく,4,外国
がいこくじん,4,外国人
おぼえる,4,覚える
かど,4,角
がっこう,4,学校
がくせい,4,学生
たのしい,4,楽しい
かかる,4,掛かる
かける,4,掛ける
かばん,4,鞄
さむい,4,寒い
かんじ,4,漢字
あまい,4,甘い
まるい,4,丸い
まるい,4,円い
めがね,4,眼鏡
めがね,4,メガネ
いわ,4,岩
かお,4,顔
あぶない,4,危ない
いくつ,4,幾つ
いくら,4,幾ら
つくえ,4,机
かえる,4,帰る
あなた,4,貴方
おきる,4,起きる
きっさてん,4,喫茶店
つまらない,4,詰まらない
やすみ,4,休み
やすむ,4,休む
すう,4,吸う
ぎゅうにく,4,牛肉
ぎゅうにゅう,4,牛乳
きょねん,4,去年
いる,4,居る
さかな,4,魚
つよい,4,強い
おしえる,4,教える
きょうしつ,4,教室
はし,4,橋
せまい,4,狭い
まがる,4,曲がる
つとめる,4,勤める
ちかい,4,近い
ちかく,4,近く
きんようび,4,金曜日
ぎんこう,4,銀行
きゅう,4,九
く,4,九
ここのつ,4,九つ
ここのか,4,九日
そら,4,空
くつ,4,靴
くつした,4,靴下
あに,4,兄
きょうだい,4,兄弟
けいかん,4,警官
かるい,4,軽い
けっこう,4,結構,
けっこん,4,結婚,
げつようび,4,月曜日,
いや,4,嫌,
きらい,4,嫌い,
たてもの,4,建物,
いぬ,4,犬,
みせる,4,見せる,
みる,4,見る,
やる,4,遣る,動詞-自立
かぎ,4,鍵,
げんき,4,元気,
げんかん,4,玄関,
いう,4,言う,
ことば,4,言葉,
ふるい,4,古い,
よぶ,4,呼ぶ,
と,4,戸,
ご,4,五,
いつつ,4,五つ,
いつか,4,五日,
ごご,4,午後,
ごぜん,4,午前,
あと,4,後,
うしろ,4,後ろ,
お,4,御,接頭詞-名詞接続
おん,4,御,接頭詞-名詞接続
おねがいします,4,御願いします,3
おねがいします,4,お願いします,3
おてあらい,4,御手洗い,2
おてあらい,4,御手洗い,2
おさけ,4,お酒,2
おさけ,4,御酒,2,
おはようございます,4,おはようございます,3,
ごちそうさま,4,ごちそうさま,,
ごちそうさま,4,ご馳走様,,2
ごちそうさま,4,御馳走様,,2
ごはん,4,ご飯,,
ごはん,4,御飯,,
おふろ,4,お風呂,2,
おべんとう,4,お弁当,2,
おべんとう,4,御弁当,2,
ごめんなさい,4,ごめんなさい,,
ごめんください,4,ごめんください,,
こうさてん,4,交差点,,
こうばん,4,交番,,
こうえん,4,公園,,
あつい,4,厚い,,
くち,4,口,
むこう,4,向こう,
すき,4,好き,
よく,4,よく,副詞-一般
ひろい,4,広い,
こうちゃ,4,紅茶,
いく,4,行く,
ゆく,4,行く,
おりる,4,降りる,
ふる,4,降る,
たかい,4,高い,
くに,4,国,
くろ,4,黒,
くろい,4,黒い,
この,4,此の,
これ,4,これ,
ここ,4,ここ
いま,4,今
こんげつ,4,今月
こんしゅう,4,今週
けさ,4,今朝
きょう,4,今日
こんにちは,4,こんにちは
ことし,4,今年
こんばん,4,今晩
こんばんは,4,こんばんは
こまる,4,困る
ひだり,4,左
さとう,4,砂糖
すわる,4,座る
さらいねん,4,再来年
すみません。,4,すみません
ほそい,4,細い,
ある,4,ある,動詞-自立
さいふ,4,財布,
さく,4,咲く,
つくる,4,作る,
さくぶん,4,作文,
きのう,4,昨日,
ゆうべ,4,ゆうべ,
とる,4,撮る,
ざっし,4,雑誌,
さん,4,三,
みっつ,4,三つ,
みっか,4,三日,
かさ,4,傘,
やま,4,山,
さんぽ,4,散歩,
しごと,4,仕事
つかう,4,使う
し,4,四
よっつ,4,四つ
よっか,4,四日
はじまる,4,始まる
あね,4,姉
こども,4,子供
こども,4,子ども
とまる,4,止まる
しぬ,4,死ぬ
わたくし,4,私
わたし,4,私
かみ,4,紙
は,4,歯
じびき,4,字引
もつ,4,持つ
じかん,4,時間
とけい,4,時計
ときどき,4,時々
つぎ,4,次
みみ,4,耳
じてんしゃ,4,自転車
じどうしゃ,4,自動車
じぶん,4,自分
じしょ,4,辞書
しち,4,七
ななつ,4,七つ
なのか,4,七日
しつれい,4,失礼
しつもん,4,質問
しゃしん,4,写真
くるま,4,車
かりる,4,借りる
わかい,4,若い
よわい,4,弱い
とる,4,取る
て,4,手
てがみ,4,手紙
じゅぎょう,4,授業
あき,4,秋
おわる,4,終わる
ならう,4,習う
すむ,4,住む
じゅう,4,十
とお,4,十
とおか,4,十日
たて,4,縦
おもい,4,重い
おじ,4,叔父
おじ,4,伯父
おじさん,4,叔父さん
おば,4,叔母
おば,4,伯母
おばさん,4,叔母さん
しゅくだい,4,宿題
だす,4,出す
でる,4,出る
でかける,4,出かける
でかける,4,出掛ける
でぐち,4,出口
できる,4,出来る
はる,4,春
はじめ,4,初め
はじめて,4,初めて
はじめまして,4,初めまして,2
ところ,4,所,
あつい,4,暑い,
かく,4,書く,
かく,4,描く,
おんな,4,女,
おんなのこ,4,女の子,
ちいさい,4,小さい,
ちいさな,4,小さな,
すこし,4,少し,
すくない,4,少ない,
きえる,4,消える,
けす,4,消す,
しょうゆ,4,醤油,
うえ,4,上,
あげる,4,上げる、挙げる,
じょうず,4,上手
うわぎ,4,上着
じょうぶ,4,丈夫
のる,4,乗る
いろ,4,色
いろいろ,4,色々
たべる,4,食べる
たべもの,4,食べ物
しょくどう,4,食堂
ねる,4,寝る
あたらしい,4,新しい
しんぶん,4,新聞
まっすぐ,4,真っ直ぐ
からい,4,辛い
ひと,4,人
としょかん,4,図書館
ふく,4,吹く
みず,4,水
すいようび,4,水曜日
はれ,4,晴れ
はれる,4,晴れる
うまれる,4,生まれる
せいと,4,生徒
こえ,4,声
にし,4,西
あお,4,青
あおい,4,青い
しずか,4,静か
せっけん,4,石鹸
あか,4,赤
あかい,4,赤い
きる,4,切る
きる,4,斬る
きって,4,切手
きっぷ,4,切符
ゆき,4,雪
さき,4,先
せんげつ,4,先月
せんしゅう,4,先週
せんせい,4,先生
せん,4,千
かわ,4,川
かわ,4,河
あらう,4,洗う
せんたく,4,洗濯
はく,4,穿く
はく,4,履く
まえ,4,前
しかし,4,然し
ぜんぶ,4,全部
そうじ,4,掃除
はやい,4,早い
まど,4,窓
はしる,4,走る
そば,4,側
あし,4,足
はやい,4,速い
その,4,其の
それ,4,其れ
それから,4,其れから
それでは,4,其れでは
そこ,4,其処
むら,4,村
おおい,4,多い
たぶん,4,多分
ふとい,4,太い
からだ,4,体
まつ,4,待つ
かす,4,貸す
だいどころ,4,台所
おおきい,4,大きい
おおきな,4,大きな
だいがく,4,大学
だいすき,4,大好き
たいしかん,4,大使館
だいじょうぶ,4,大丈夫
おとな,4,大人
おおぜい,4,大勢
たいせつ,4,大切
たいへん,4,大変
たくさん,4,沢山
ぬぐ,4,脱ぐ
だれ,4,誰
だれか,4,誰か
みじかい,4,短い
たんじょうび,4,誕生日
ひく,4,弾く
あたたかい,4,暖かい
あたたかい,4,温かい
だんだん,4,段々
おとこ,4,男
おとこのこ,4,男の子
しる,4,知る
ちかてつ,4,地下鉄
ちず,4,地図
いけ,4,池
おく,4,置く,
おそい,4,遅い,
ちゃいろ,4,茶色,
ちゃわん,4,茶碗,
つく,4,着く,
きる,4,着る,
なか,4,中,
ひる,4,昼,
ひるごはん,4,昼御飯,
ちょうど,4,丁度,
あさ,4,朝,
まち,4,町,
ながい,4,長い,
ながい,4,長い,
ながい,4,永い,
いただきます,4,頂きます,2
とり,4,鳥
とりにく,4,鳥肉
すぐに,4,直ぐに
すぐ,4,直ぐ
いたい,4,痛い
ひくい,4,低い
にわ,4,庭
おとうと,4,弟
しめる,4,締める
てんき,4,天気
みせ,4,店
はる,4,貼る
つける,4,点ける
でんき,4,電気
でんしゃ,4,電車
でんわ,4,電話
わたす,4,渡す
わたる,4,渡る
のぼる,4,登る
どようび,4,土曜日
ふゆ,4,冬
ひがし,4,東
こたえる,4,答える
あたま,4,頭
はたらく,4,働く
どうぶつ,4,動物
おなじ,4,同じ
みち,4,道
よむ,4,読む
ぶたにく,4,豚肉
くもり,4,曇
くもる,4,曇る
ながら,4,ながら,助詞-接続助詞
みなみ,4,南,
むずかしい,4,難しい,
に,4,二,
ふたつ,4,二つ,
はたち,4,二十歳,
はつか,4,二十日,
ふたり,4,二人,
ふつか,4,二日,
にぎやか,4,賑やか,
にく,4,肉,
にちようび,4,日曜日,
いりぐち,4,入り口,
はいる,4,入る,
いれる,4,入れる,
いかが,4,如何,
ねこ,4,猫
あつい,4,熱い
とし,4,年
せい,4,背
せびろ,4,背広
かいもの,4,買い物
かう,4,買う
うる,4,売る
しろ,4,白
しろい,4,白い
うすい,4,薄い
はこ,4,箱
はし,4,箸
はち,4,八
やっつ,4,八つ
ようか,4,八日
やおや,4,八百屋
はんぶん,4,半分
うるさい,4,煩い
ばん,4,晩
ばんごはん,4,晩御飯
ばんごう,4,番号
つかれる,4,疲れる
かぶる,4,被る
とぶ,4,飛ぶ
ひこうき,4,飛行機
おいしい,4,美味しい
はな,4,鼻
ひゃく,4,百
びょういん,4,病院
びょうき,4,病気
まずい,4,不味い
ちち,4,父
へや,4,部屋
ふうとう,4,封筒
かぜ,4,風
かぜ,4,風邪
ふろ,4,風呂
ふく,4,服
もの,4,物
わかる,4,分かる
ぶんしょう,4,文章
きく,4,聞く
きく,4,聴く
ひらがな,4,平仮名
ならぶ,4,並ぶ
ならべる,4,並べる
しまる,4,閉まる
しめる,4,閉める
かたかな,4,片仮名
へん,4,辺
かえす,4,返す
べんり,4,便利
べんきょう,4,勉強
あるく,4,歩く
はは,4,母
ほう,4,方
かた,4,方
ぼうし,4,帽子
わすれる,4,忘れる
いそがしい,4,忙しい
きた,4,北
ほん,4,本
ほんだな,4,本棚
ほんとう,4,本当
ほんとう,4,本当に
みがく,4,磨く
いもうと,4,妹
まいげつ,4,毎月
まいつき,4,毎月
まいしゅう,4,毎週
まいあさ,4,毎朝
まいにち,4,毎日
まいねん?まいとし,4,毎年
まいばん,4,毎晩
また,4,又
まん,4,万
まんねんひつ,4,万年筆
まだ,4,未だ
ない,4,無い
なくす,4,無くす
なまえ,4,名前
あかるい,4,明るい
あさって,4,明後日
あした,4,明日
なく,4,鳴く
おもしろい,4,面白い
き,4,木
もくようび,4,木曜日
め,4,目
もんだい,4,問題
もん,4,門
よる,4,夜
やさい,4,野菜
くすり,4,薬
ともだち,4,友達
ある,4,有る
ゆうめい,4,有名
あそぶ,4,遊ぶ
ゆうびんきょく,4,郵便局
ゆうはん,4,夕飯
ゆうがた,4,夕方
あまり,4,余り
ようふく,4,洋服
はがき,4,葉書
いる,4,要る
ほしい,4,欲しい
あびる,4,浴びる
くる,4,来る
らいげつ,4,来月
らいしゅう,4,来週
らいねん,4,来年
たのむ,4,頼む
たまご,4,卵
たつ,4,立つ
りっぱ,4,立派
りゅうがくせい,4,留学生
りょこう,4,旅行
りょうしん,4,両親
りょうり,4,料理
すずしい,4,涼しい
いい,4,良い
よい,4,良い
よく,4,良く
みどり,4,緑
となり,4,隣
つめたい,4,冷たい
れいぞうこ,4,冷蔵庫
れい,4,零
れんしゅう,4,練習
ろうか,4,廊下
ろく,4,六
むっつ,4,六つ
むいか,4,六日
はなし,4,話
はなす,4,話す
きれい,4,綺麗
もういちど,4,もう一度
